* This is the BiomeMobWeight report file that is output every time the server starts.
* 
* Spawn Balance Utility (SBU) will use this file ONLY if it is renamed to BiomeMobWeight.csv.
* Lines starting with '*' are comments and ignored
* When this file is read, SBU writes summary information to the log file.
* 
1, desert, sgjourney:abydos_desert, MONSTER, alexsmobs:farseer, 35, 1, 1
5740, none, foolish:echo_tunnels, MONSTER, born_in_chaos_v1:skeleton_thrasher, 5, 1, 1
5741, none, foolish:echo_tunnels, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 5 2, 2
5742, none, foolish:echo_tunnels, MONSTER, born_in_chaos_v1:spirit_guide, 5, 1, 1
5743, none, foolish:echo_tunnels, MONSTER, born_in_chaos_v1:spiritof_chaos, 5, 1, 1
5744, none, foolish:echo_tunnels, MONSTER, born_in_chaos_v1:supreme_bonescaller, 5, 1, 1
5745, none, foolish:echo_tunnels, MONSTER, born_in_chaos_v1:swarmer, 5, 1, 1
5746, none, foolish:echo_tunnels, MONSTER, terramity:uvogre, 5, 1, 1
5747, none, foolish:echo_tunnels, MONSTER, born_in_chaos_v1:zombie_bruiser, 5, 1, 1
5748, none, foolish:echo_tunnels, MONSTER, born_in_chaos_v1:zombie_clown, 5, 1, 1
5749, none, foolish:echo_tunnels, MONSTER, born_in_chaos_v1:zombie_fisherman, 5, 1, 1
5750, none, foolish:echo_tunnels, MONSTER, born_in_chaos_v1:zombie_lumberjack, 5, 1, 1
5751, none, foolish:echo_tunnels, CREATURE, born_in_chaos_v1:thornshell_crab, 5, 1, 1
5752, none, foolish:echo_tunnels, AMBIENT, terramity:blue_fairy, 15, 1, 2
5753, none, foolish:echo_tunnels, AMBIENT, terramity:cave_gnome, 5, 1, 3
5754, none, foolish:echo_tunnels, AMBIENT, terramity:green_fairy, 5, 2, 3
5755, none, foolish:echo_tunnels, AMBIENT, terramity:pink_fairy, 15, 1, 2
5756, none, foolish:echo_tunnels, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 5, 3, 5
5757, none, foolish:echo_tunnels, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 5, 1, 1
5758, none, deeperdarker:echoing_forest, MONSTER, deeperdarker:sculk_snapper, 20, 1, 2
5759, none, deeperdarker:echoing_forest, MONSTER, deeperdarker:shattered, 20, 2, 5
5760, none, deeperdarker:echoing_forest, MONSTER, blighted_beasts:bloater, 20, 1, 1
5761, none, deeperdarker:echoing_forest, MONSTER, blighted_beasts:reaper, 20, 1, 2
5762, none, deeperdarker:echoing_forest, MONSTER, blighted_beasts:reverb, 20, 1, 1
5763, none, deeperdarker:echoing_forest, MONSTER, blighted_beasts:seer, 20, 1, 1
5764, none, deeperdarker:echoing_forest, MONSTER, blighted_beasts:skitter, 20, 1, 3
5765, none, deeperdarker:echoing_forest, MONSTER, alexsmobs:farseer, 35, 1, 1
5766, none, deeperdarker:echoing_forest, MONSTER, alexsmobs:skreecher, 20, 1, 1
5767, none, deeperdarker:echoing_forest, MONSTER, born_in_chaos_v1:baby_skeleton, 5, 1, 2
5768, none, deeperdarker:echoing_forest, MONSTER, born_in_chaos_v1:baby_spider, 5, 3, 5
5769, none, deeperdarker:echoing_forest, MONSTER, born_in_chaos_v1:barrel_zombie, 10, 1, 1
5770, none, deeperdarker:echoing_forest, MONSTER, quark:stoneling, 5, 1, 1
5771, none, deeperdarker:echoing_forest, MONSTER, quark:toretoise, 5, 2, 4
5772, none, deeperdarker:echoing_forest, MONSTER, born_in_chaos_v1:bloody_gadfly, 10, 1, 1
5773, none, deeperdarker:echoing_forest, MONSTER, born_in_chaos_v1:bonescaller, 10, 1, 1
5774, none, deeperdarker:echoing_forest, MONSTER, ancient_elements:boulder, 20, 1, 1
5775, none, deeperdarker:echoing_forest, MONSTER, born_in_chaos_v1:corpse_fly, 5, 1, 3
5776, none, deeperdarker:echoing_forest, MONSTER, born_in_chaos_v1:dark_vortex, 5, 1, 1
5777, none, deeperdarker:echoing_forest, MONSTER, born_in_chaos_v1:decaying_zombie, 5, 1, 1
5778, none, deeperdarker:echoing_forest, MONSTER, born_in_chaos_v1:decrepit_skeleton, 5, 1, 1
5779, none, deeperdarker:echoing_forest, MONSTER, ancient_elements:dig, 10, 1, 1
5780, none, deeperdarker:echoing_forest, MONSTER, born_in_chaos_v1:dire_hound_leader, 5, 1, 1
5781, none, deeperdarker:echoing_forest, MONSTER, born_in_chaos_v1:door_knight, 5, 1, 1
5782, none, deeperdarker:echoing_forest, MONSTER, born_in_chaos_v1:dread_hound, 5, 3, 5
5783, none, deeperdarker:echoing_forest, MONSTER, ancient_elements:drimble, 5, 1, 1
5784, none, deeperdarker:echoing_forest, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
5785, none, deeperdarker:echoing_forest, MONSTER, born_in_chaos_v1:krampus, 20, 1, 1
5786, none, deeperdarker:echoing_forest, MONSTER, born_in_chaos_v1:krampus_henchman, 20, 2, 3
5787, none, deeperdarker:echoing_forest, MONSTER, born_in_chaos_v1:lifestealer, 5, 1, 1
5788, none, deeperdarker:echoing_forest, MONSTER, born_in_chaos_v1:missioner, 5, 1, 1
5789, none, deeperdarker:echoing_forest, MONSTER, born_in_chaos_v1:mother_spider, 2, 1, 1
5790, none, deeperdarker:echoing_forest, MONSTER, mowziesmobs:grottol, 20, 1, 1
5791, none, deeperdarker:echoing_forest, MONSTER, born_in_chaos_v1:mr_pumpkin, 5, 1, 3
5792, none, deeperdarker:echoing_forest, MONSTER, born_in_chaos_v1:mrs_pumpkin, 5, 1, 1
5793, none, deeperdarker:echoing_forest, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
5794, none, deeperdarker:echoing_forest, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
5795, none, deeperdarker:echoing_forest, MONSTER, born_in_chaos_v1:pumpkin_bruiser, 10, 1, 1
5796, none, deeperdarker:echoing_forest, MONSTER, born_in_chaos_v1:restless_spirit, 5, 1, 1
5797, none, deeperdarker:echoing_forest, MONSTER, ancient_elements:scamp, 20, 1, 1
5798, none, deeperdarker:echoing_forest, MONSTER, born_in_chaos_v1:senor_pumpkin, 5, 1, 2
5799, none, deeperdarker:echoing_forest, MONSTER, born_in_chaos_v1:siamese_skeletons, 5, 1, 1
5800, none, deeperdarker:echoing_forest, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 5, 1, 1
5801, none, deeperdarker:echoing_forest, MONSTER, born_in_chaos_v1:skeleton_demoman, 3, 1, 1
5802, none, deeperdarker:echoing_forest, MONSTER, born_in_chaos_v1:skeleton_thrasher, 5, 1, 1
5803, none, deeperdarker:echoing_forest, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 5 2, 2
5804, none, deeperdarker:echoing_forest, MONSTER, born_in_chaos_v1:spirit_guide, 5, 1, 1
5805, none, deeperdarker:echoing_forest, MONSTER, born_in_chaos_v1:spiritof_chaos, 5, 1, 1
5806, none, deeperdarker:echoing_forest, MONSTER, born_in_chaos_v1:supreme_bonescaller, 5, 1, 1
5807, none, deeperdarker:echoing_forest, MONSTER, born_in_chaos_v1:swarmer, 5, 1, 1
5808, none, deeperdarker:echoing_forest, MONSTER, terramity:uvogre, 5, 1, 1
5809, none, deeperdarker:echoing_forest, MONSTER, born_in_chaos_v1:zombie_bruiser, 5, 1, 1
5810, none, deeperdarker:echoing_forest, MONSTER, born_in_chaos_v1:zombie_clown, 5, 1, 1
5811, none, deeperdarker:echoing_forest, MONSTER, born_in_chaos_v1:zombie_fisherman, 5, 1, 1
5812, none, deeperdarker:echoing_forest, MONSTER, born_in_chaos_v1:zombie_lumberjack, 5, 1, 1
5813, none, deeperdarker:echoing_forest, CREATURE, born_in_chaos_v1:thornshell_crab, 5, 1, 1
5814, none, deeperdarker:echoing_forest, AMBIENT, terramity:blue_fairy, 15, 1, 2
5815, none, deeperdarker:echoing_forest, AMBIENT, terramity:cave_gnome, 5, 1, 3
5816, none, deeperdarker:echoing_forest, AMBIENT, terramity:green_fairy, 5, 2, 3
5817, none, deeperdarker:echoing_forest, AMBIENT, terramity:pink_fairy, 15, 1, 2
5818, none, deeperdarker:echoing_forest, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 5, 3, 5
5819, none, deeperdarker:echoing_forest, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 5, 1, 1
5820, forest, dreamwoods:elder_woods, MONSTER, minecraft:spider, 20, 4, 4
5821, forest, dreamwoods:elder_woods, MONSTER, minecraft:zombie, 20, 4, 4
5822, forest, dreamwoods:elder_woods, MONSTER, minecraft:zombie_villager, 20, 1, 1
5823, forest, dreamwoods:elder_woods, MONSTER, minecraft:skeleton, 20, 4, 4
5824, forest, dreamwoods:elder_woods, MONSTER, minecraft:creeper, 20, 4, 4
5825, forest, dreamwoods:elder_woods, MONSTER, minecraft:slime, 20, 4, 4
5826, forest, dreamwoods:elder_woods, MONSTER, minecraft:enderman, 15, 1, 4
5827, forest, dreamwoods:elder_woods, MONSTER, minecraft:witch, 10, 1, 1
5828, forest, dreamwoods:elder_woods, MONSTER, species:bewereager, 10, 1, 2
5829, forest, dreamwoods:elder_woods, MONSTER, species:cliff_hanger, 10, 1, 1
5830, forest, dreamwoods:elder_woods, MONSTER, species:ghoul, 12, 1, 1
5831, forest, dreamwoods:elder_woods, MONSTER, embers:ancient_golem, 8, 1, 1
5832, forest, dreamwoods:elder_woods, MONSTER, species:limpet, 15, 1, 1
5833, forest, dreamwoods:elder_woods, MONSTER, species:quake, 20, 1, 1
5834, forest, dreamwoods:elder_woods, MONSTER, species:wicked, 5, 1, 3
5835, forest, dreamwoods:elder_woods, MONSTER, alexsmobs:centipede_head, 35, 1, 1
5836, forest, dreamwoods:elder_woods, MONSTER, alexsmobs:farseer, 35, 1, 1
5837, forest, dreamwoods:elder_woods, MONSTER, alexsmobs:murmur, 20, 1, 1
5838, forest, dreamwoods:elder_woods, MONSTER, born_in_chaos_v1:baby_skeleton, 5, 1, 2
5839, forest, dreamwoods:elder_woods, MONSTER, born_in_chaos_v1:baby_spider, 5, 3, 5
5840, forest, dreamwoods:elder_woods, MONSTER, born_in_chaos_v1:barrel_zombie, 10, 1, 1
5841, forest, dreamwoods:elder_woods, MONSTER, quark:stoneling, 5, 1, 1
5842, forest, dreamwoods:elder_woods, MONSTER, quark:toretoise, 5, 2, 4
5843, forest, dreamwoods:elder_woods, MONSTER, born_in_chaos_v1:bloody_gadfly, 10, 1, 1
5844, forest, dreamwoods:elder_woods, MONSTER, born_in_chaos_v1:bonescaller, 10, 1, 1
5845, forest, dreamwoods:elder_woods, MONSTER, ancient_elements:boulder, 20, 1, 1
5846, forest, dreamwoods:elder_woods, MONSTER, born_in_chaos_v1:corpse_fly, 5, 1, 3
5847, forest, dreamwoods:elder_woods, MONSTER, born_in_chaos_v1:dark_vortex, 5, 1, 1
5848, forest, dreamwoods:elder_woods, MONSTER, born_in_chaos_v1:decaying_zombie, 5, 1, 1
5849, forest, dreamwoods:elder_woods, MONSTER, born_in_chaos_v1:decrepit_skeleton, 5, 1, 1
5850, forest, dreamwoods:elder_woods, MONSTER, ancient_elements:dig, 10, 1, 1
5851, forest, dreamwoods:elder_woods, MONSTER, born_in_chaos_v1:dire_hound_leader, 5, 1, 1
5852, forest, dreamwoods:elder_woods, MONSTER, born_in_chaos_v1:door_knight, 5, 1, 1
5853, forest, dreamwoods:elder_woods, MONSTER, born_in_chaos_v1:dread_hound, 5, 3, 5
5854, forest, dreamwoods:elder_woods, MONSTER, ancient_elements:drimble, 5, 1, 1
5855, forest, dreamwoods:elder_woods, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
5856, forest, dreamwoods:elder_woods, MONSTER, born_in_chaos_v1:krampus, 20, 1, 1
5857, forest, dreamwoods:elder_woods, MONSTER, born_in_chaos_v1:krampus_henchman, 20, 2, 3
5858, forest, dreamwoods:elder_woods, MONSTER, born_in_chaos_v1:lifestealer, 5, 1, 1
5859, forest, dreamwoods:elder_woods, MONSTER, adamsarsplus:mage, 20, 1, 2
5860, forest, dreamwoods:elder_woods, MONSTER, born_in_chaos_v1:missioner, 5, 1, 1
5861, forest, dreamwoods:elder_woods, MONSTER, goety:reaper, 10, 1, 1
5862, forest, dreamwoods:elder_woods, MONSTER, goety:wraith, 10, 1, 1
5863, forest, dreamwoods:elder_woods, MONSTER, goety:web_spider, 5, 4, 4
5864, forest, dreamwoods:elder_woods, MONSTER, goety:necromancer, 20, 1, 1
5865, forest, dreamwoods:elder_woods, MONSTER, goety:warlock, 20, 1, 1
5866, forest, dreamwoods:elder_woods, MONSTER, goety:heretic, 20, 1, 1
5867, forest, dreamwoods:elder_woods, MONSTER, goety:maverick, 20, 1, 1
5868, forest, dreamwoods:elder_woods, MONSTER, born_in_chaos_v1:mother_spider, 2, 1, 1
5869, forest, dreamwoods:elder_woods, MONSTER, mowziesmobs:grottol, 20, 1, 1
5870, forest, dreamwoods:elder_woods, MONSTER, born_in_chaos_v1:mr_pumpkin, 5, 1, 3
5871, forest, dreamwoods:elder_woods, MONSTER, born_in_chaos_v1:mrs_pumpkin, 5, 1, 1
5872, forest, dreamwoods:elder_woods, MONSTER, mutantmonsters:mutant_creeper, 5, 1, 1
5873, forest, dreamwoods:elder_woods, MONSTER, mutantmonsters:mutant_enderman, 5, 1, 1
5874, forest, dreamwoods:elder_woods, MONSTER, mutantmonsters:mutant_skeleton, 5, 1, 1
5875, forest, dreamwoods:elder_woods, MONSTER, mutantmonsters:mutant_zombie, 5, 1, 1
5876, forest, dreamwoods:elder_woods, MONSTER, irons_spellbooks:necromancer, 10, 1, 1
5877, forest, dreamwoods:elder_woods, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
5878, forest, dreamwoods:elder_woods, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
5879, forest, dreamwoods:elder_woods, MONSTER, born_in_chaos_v1:pumpkin_bruiser, 10, 1, 1
5880, forest, dreamwoods:elder_woods, MONSTER, born_in_chaos_v1:restless_spirit, 5, 1, 1
5881, forest, dreamwoods:elder_woods, MONSTER, ancient_elements:scamp, 20, 1, 1
5882, forest, dreamwoods:elder_woods, MONSTER, born_in_chaos_v1:senor_pumpkin, 5, 1, 2
5883, forest, dreamwoods:elder_woods, MONSTER, born_in_chaos_v1:siamese_skeletons, 5, 1, 1
5884, forest, dreamwoods:elder_woods, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 5, 1, 1
5885, forest, dreamwoods:elder_woods, MONSTER, born_in_chaos_v1:skeleton_demoman, 3, 1, 1
5886, forest, dreamwoods:elder_woods, MONSTER, born_in_chaos_v1:skeleton_thrasher, 5, 1, 1
5887, forest, dreamwoods:elder_woods, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 5 2, 2
5888, forest, dreamwoods:elder_woods, MONSTER, born_in_chaos_v1:spirit_guide, 5, 1, 1
5889, forest, dreamwoods:elder_woods, MONSTER, born_in_chaos_v1:spiritof_chaos, 5, 1, 1
5890, forest, dreamwoods:elder_woods, MONSTER, born_in_chaos_v1:supreme_bonescaller, 5, 1, 1
5891, forest, dreamwoods:elder_woods, MONSTER, born_in_chaos_v1:swarmer, 5, 1, 1
5892, forest, dreamwoods:elder_woods, MONSTER, ancient_elements:undead_miner, 20, 1, 2
5893, forest, dreamwoods:elder_woods, MONSTER, terramity:uvogre, 5, 1, 1
5894, forest, dreamwoods:elder_woods, MONSTER, born_in_chaos_v1:zombie_bruiser, 5, 1, 1
5895, forest, dreamwoods:elder_woods, MONSTER, born_in_chaos_v1:zombie_clown, 5, 1, 1
5896, forest, dreamwoods:elder_woods, MONSTER, born_in_chaos_v1:zombie_fisherman, 5, 1, 1
5897, forest, dreamwoods:elder_woods, MONSTER, born_in_chaos_v1:zombie_lumberjack, 5, 1, 1
5898, forest, dreamwoods:elder_woods, CREATURE, minecraft:sheep, 40, 5, 5
5899, forest, dreamwoods:elder_woods, CREATURE, minecraft:pig, 40, 4, 4
5900, forest, dreamwoods:elder_woods, CREATURE, minecraft:chicken, 40, 4, 4
5901, forest, dreamwoods:elder_woods, CREATURE, minecraft:cow, 40, 4, 4
5902, forest, dreamwoods:elder_woods, CREATURE, hexerei:crow, 5, 2, 5
5903, forest, dreamwoods:elder_woods, CREATURE, crittersandcompanions:ferret, 5, 2, 3
5904, forest, dreamwoods:elder_woods, CREATURE, crittersandcompanions:jumping_spider, 5, 1, 1
5905, forest, dreamwoods:elder_woods, CREATURE, forbidden_arcanus:lost_soul, 20, 1, 3
5906, forest, dreamwoods:elder_woods, CREATURE, vintagevibes:butterfly, 5, 8, 8
5907, forest, dreamwoods:elder_woods, CREATURE, alexsmobs:grizzly_bear, 20, 2, 3
5908, forest, dreamwoods:elder_woods, CREATURE, alexsmobs:raccoon, 20, 2, 4
5909, forest, dreamwoods:elder_woods, CREATURE, alexsmobs:crow, 5, 3, 5
5910, forest, dreamwoods:elder_woods, CREATURE, alexsmobs:tasmanian_devil, 20, 1, 2
5911, forest, dreamwoods:elder_woods, CREATURE, alexsmobs:skunk, 20, 1, 2
5912, forest, dreamwoods:elder_woods, CREATURE, alexsmobs:blue_jay, 20, 2, 4
5913, forest, dreamwoods:elder_woods, CREATURE, ars_nouveau:drygmy, 20, 1, 2
5914, forest, dreamwoods:elder_woods, CREATURE, ghosts:ghost, 20, 1, 2
5915, forest, dreamwoods:elder_woods, CREATURE, ghosts:small_ghost, 20, 1, 3
5916, forest, dreamwoods:elder_woods, CREATURE, ars_nouveau:gift_starby, 20, 1, 1
5917, forest, dreamwoods:elder_woods, CREATURE, faunify:hedgehog, 5, 2, 3
5918, forest, dreamwoods:elder_woods, CREATURE, faunify:mouse, 10, 3, 5
5919, forest, dreamwoods:elder_woods, CREATURE, faunify:opossum, 5, 2, 2
5920, forest, dreamwoods:elder_woods, CREATURE, alshanex_familiars:druid_pet, 20, 1, 1
5921, forest, dreamwoods:elder_woods, CREATURE, alshanex_familiars:hunter_pet, 20, 2, 2
5922, forest, dreamwoods:elder_woods, CREATURE, ars_nouveau:starbuncle, 20, 1, 2
5923, forest, dreamwoods:elder_woods, CREATURE, born_in_chaos_v1:thornshell_crab, 5, 1, 1
5924, forest, dreamwoods:elder_woods, CREATURE, faunify:weasel, 3, 2, 3
5925, forest, dreamwoods:elder_woods, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
5926, forest, dreamwoods:elder_woods, AMBIENT, minecraft:bat, 20, 8, 8
5927, forest, dreamwoods:elder_woods, AMBIENT, crittersandcompanions:leaf_insect, 20, 1, 1
5928, forest, dreamwoods:elder_woods, AMBIENT, alexsmobs:fly, 4, 2, 3
5929, forest, dreamwoods:elder_woods, AMBIENT, alexsmobs:cockroach, 20, 5, 5
5930, forest, dreamwoods:elder_woods, AMBIENT, terramity:blue_fairy, 15, 1, 2
5931, forest, dreamwoods:elder_woods, AMBIENT, terramity:cave_gnome, 5, 1, 3
5932, forest, dreamwoods:elder_woods, AMBIENT, terramity:green_fairy, 5, 2, 3
5933, forest, dreamwoods:elder_woods, AMBIENT, terramity:pink_fairy, 15, 1, 2
5934, forest, dreamwoods:elder_woods, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 20, 4, 6
5935, forest, dreamwoods:elder_woods, UNDERGROUND_WATER_CREATURE, species:deepfish, 5, 4, 6
5936, forest, dreamwoods:elder_woods, WATER_CREATURE, minecraft:glow_squid, 20, 1, 4
5937, forest, dreamwoods:elder_woods, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 5, 3, 5
5938, forest, dreamwoods:elder_woods, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 5, 1, 1
5939, forest, dreamwoods:elder_woods, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 20, 5, 12
5940, forest, dreamwoods:elder_woods, WATER_AMBIENT, fintastic:minnow, 5, 3, 8
5941, nether, foolish:emberlight_valley, MONSTER, alexsmobs:bone_serpent, 20, 1, 1
5942, nether, foolish:emberlight_valley, MONSTER, alexsmobs:farseer, 35, 1, 1
5943, nether, foolish:emberlight_valley, MONSTER, born_in_chaos_v1:baby_skeleton, 5, 1, 2
5944, nether, foolish:emberlight_valley, MONSTER, born_in_chaos_v1:baby_spider, 5, 3, 5
5945, nether, foolish:emberlight_valley, MONSTER, born_in_chaos_v1:barrel_zombie, 10, 1, 1
5946, nether, foolish:emberlight_valley, MONSTER, born_in_chaos_v1:bloody_gadfly, 10, 1, 1
5947, nether, foolish:emberlight_valley, MONSTER, born_in_chaos_v1:bonescaller, 10, 1, 1
5948, nether, foolish:emberlight_valley, MONSTER, ancient_elements:boulder, 20, 1, 1
5949, nether, foolish:emberlight_valley, MONSTER, born_in_chaos_v1:corpse_fly, 5, 1, 3
5950, nether, foolish:emberlight_valley, MONSTER, born_in_chaos_v1:dark_vortex, 5, 1, 1
5951, nether, foolish:emberlight_valley, MONSTER, born_in_chaos_v1:decaying_zombie, 5, 1, 1
5952, nether, foolish:emberlight_valley, MONSTER, born_in_chaos_v1:decrepit_skeleton, 5, 1, 1
5953, nether, foolish:emberlight_valley, MONSTER, ancient_elements:dig, 10, 1, 1
5954, nether, foolish:emberlight_valley, MONSTER, born_in_chaos_v1:dire_hound_leader, 5, 1, 1
5955, nether, foolish:emberlight_valley, MONSTER, born_in_chaos_v1:door_knight, 5, 1, 1
5956, nether, foolish:emberlight_valley, MONSTER, born_in_chaos_v1:dread_hound, 5, 3, 5
5957, nether, foolish:emberlight_valley, MONSTER, ancient_elements:drimble, 5, 1, 1
5958, nether, foolish:emberlight_valley, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
5959, nether, foolish:emberlight_valley, MONSTER, foolish:fortified_blunthead, 20, 2, 8
5960, nether, foolish:emberlight_valley, MONSTER, foolish:grasshatch, 20, 1, 2
5961, nether, foolish:emberlight_valley, MONSTER, foolish:gurgle, 20, 4, 4
5962, nether, foolish:emberlight_valley, MONSTER, born_in_chaos_v1:krampus, 20, 1, 1
5963, nether, foolish:emberlight_valley, MONSTER, born_in_chaos_v1:krampus_henchman, 20, 2, 3
5964, nether, foolish:emberlight_valley, MONSTER, born_in_chaos_v1:lifestealer, 5, 1, 1
5965, nether, foolish:emberlight_valley, MONSTER, born_in_chaos_v1:missioner, 5, 1, 1
5966, nether, foolish:emberlight_valley, MONSTER, born_in_chaos_v1:mother_spider, 2, 1, 1
5967, nether, foolish:emberlight_valley, MONSTER, mowziesmobs:grottol, 20, 1, 1
5968, nether, foolish:emberlight_valley, MONSTER, born_in_chaos_v1:mr_pumpkin, 5, 1, 3
5969, nether, foolish:emberlight_valley, MONSTER, born_in_chaos_v1:mrs_pumpkin, 5, 1, 1
5970, nether, foolish:emberlight_valley, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
5971, nether, foolish:emberlight_valley, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
5972, nether, foolish:emberlight_valley, MONSTER, born_in_chaos_v1:pumpkin_bruiser, 10, 1, 1
5973, nether, foolish:emberlight_valley, MONSTER, born_in_chaos_v1:restless_spirit, 5, 1, 1
5974, nether, foolish:emberlight_valley, MONSTER, ancient_elements:scamp, 20, 1, 1
5975, nether, foolish:emberlight_valley, MONSTER, born_in_chaos_v1:senor_pumpkin, 5, 1, 2
5976, nether, foolish:emberlight_valley, MONSTER, born_in_chaos_v1:siamese_skeletons, 5, 1, 1
5977, nether, foolish:emberlight_valley, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 5, 1, 1
5978, nether, foolish:emberlight_valley, MONSTER, born_in_chaos_v1:skeleton_demoman, 3, 1, 1
5979, nether, foolish:emberlight_valley, MONSTER, born_in_chaos_v1:skeleton_thrasher, 5, 1, 1
5980, nether, foolish:emberlight_valley, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 5 2, 2
5981, nether, foolish:emberlight_valley, MONSTER, born_in_chaos_v1:spirit_guide, 5, 1, 1
5982, nether, foolish:emberlight_valley, MONSTER, born_in_chaos_v1:spiritof_chaos, 5, 1, 1
5983, nether, foolish:emberlight_valley, MONSTER, born_in_chaos_v1:supreme_bonescaller, 5, 1, 1
5984, nether, foolish:emberlight_valley, MONSTER, born_in_chaos_v1:swarmer, 5, 1, 1
5985, nether, foolish:emberlight_valley, MONSTER, terramity:uvogre, 5, 1, 1
5986, nether, foolish:emberlight_valley, MONSTER, born_in_chaos_v1:zombie_bruiser, 5, 1, 1
5987, nether, foolish:emberlight_valley, MONSTER, born_in_chaos_v1:zombie_clown, 5, 1, 1
5988, nether, foolish:emberlight_valley, MONSTER, born_in_chaos_v1:zombie_fisherman, 5, 1, 1
5989, nether, foolish:emberlight_valley, MONSTER, born_in_chaos_v1:zombie_lumberjack, 5, 1, 1
5990, nether, foolish:emberlight_valley, MONSTER, minecraft:zombified_piglin, 20, 1, 4
5991, nether, foolish:emberlight_valley, MONSTER, minecraft:ghast, 15, 4, 4
5992, nether, foolish:emberlight_valley, CREATURE, minecraft:hoglin, 20, 4, 4
